No.,Time
27267,385.757
27268,385.774
27270,385.822
27274,385.829
27275,385.844
27277,385.885
27278,385.952
27280,386.017
27281,386.038
27282,386.053
27283,386.083
27284,386.15
27286,386.168
27287,386.182
27288,386.217
27290,386.248
27292,386.264
27293,386.282
27294,386.348
27295,386.415
27297,386.46
27298,386.462
27299,386.469
27301,386.482
27302,386.484
27307,386.547
27309,386.612
27311,386.678
27314,386.684
27318,386.708
27319,386.723
27322,386.744
27324,386.812
27325,386.877
27331,386.934
27332,386.942
27333,386.947
27336,387.008
27337,387.073
27340,387.14
27343,387.163
27344,387.177
27345,387.188
27351,387.204
27352,387.205
27355,387.272
27356,387.308
27359,387.338
27360,387.404
27361,387.405
27364,387.418
27365,387.444
27367,387.469
27368,387.535
27373,387.603
27374,387.633
27375,387.648
27377,387.668
27378,387.734
27379,387.769
27380,387.782
27384,387.783
27385,387.8
27387,387.809
27389,387.859
27390,387.867
27393,387.874
27394,387.933
27400,387.948
27401,387.998
27404,388.014
27406,388.064
27407,388.084
27410,388.104
27411,388.124
27416,388.128
27417,388.13
27419,388.165
27420,388.197
27422,388.262
27423,388.289
27426,388.309
27427,388.328
27430,388.329
27431,388.334
27434,388.394
27435,388.403
27436,388.42
27438,388.459
27439,388.518
27440,388.525
27442,388.534
27443,388.559
27446,388.563
27447,388.593
27448,388.608
27449,388.658
27450,388.678
27451,388.724
27452,388.749
27455,388.763
27456,388.789
27457,388.813
27459,388.857
27460,388.883
27462,388.922
27463,388.943
27467,388.963
27468,388.984
27470,388.987
27472,389.024
27473,389.053
27476,389.12
27477,389.154
27481,389.167
27482,389.187
27484,389.193
27486,389.194
27487,389.252
27488,389.318
27489,389.385
27491,389.408
27493,389.424
27494,389.45
27496,389.517
27497,389.573
27498,389.582
27500,389.649
27501,389.649
27503,389.663
27504,389.715
27507,389.78
27508,389.845
27509,389.869
27511,389.884
27512,389.912
27513,389.978
27514,389.998
27516,390.045
27518,390.094
27521,390.108
27523,390.118
27525,390.134
27527,390.162
27530,390.175
27531,390.175
27532,390.233
27534,390.242
27539,390.308
27541,390.333
27543,390.347
27545,390.373
27546,390.428
27549,390.44
27550,390.46
27552,390.462
27556,390.489
27557,390.507
27561,390.564
27564,390.572
27568,390.578
27569,390.628
27570,390.637
27573,390.704
27576,390.719
27577,390.77
27584,390.804
27585,390.819
27588,390.819
27590,390.835
27593,390.844
27594,390.902
27596,390.967
27601,391.029
27604,391.035
27605,391.045
27606,391.1
27607,391.153
27608,391.167
27610,391.214
27611,391.232
27615,391.243
27616,391.254
27618,391.295
27619,391.297
27620,391.31
27623,391.335
27624,391.365
27627,391.377
27628,391.429
27631,391.454
27632,391.47
27633,391.497
27636,391.562
27637,391.627
27639,391.644
27640,391.689
27643,391.694
27644,391.705
27645,391.729
27647,391.76
27648,391.779
27650,391.827
27651,391.844
27654,391.892
27655,391.909
27656,391.938
27657,391.949
27658,391.959
27659,391.99
27660,392.024
27662,392.044
27663,392.089
27664,392.113
27665,392.154
27666,392.157
27667,392.169
27668,392.177
27672,392.194
27673,392.222
27674,392.288
27675,392.344
27676,392.353
27678,392.384
27679,392.399
27681,392.42
27682,392.433
27683,392.487
27684,392.552
27685,392.618
27687,392.623
27688,392.638
27689,392.683
27691,392.749
27692,392.817
27695,392.844
27696,392.859
27698,392.883
27701,392.947
27705,392.964
27706,393.014
27709,393.063
27710,393.079
27715,393.087
27716,393.104
27720,393.144
27721,393.145
27722,393.179
27724,393.185
27725,393.212
27726,393.225
27727,393.268
27729,393.279
27730,393.294
27732,393.309
27735,393.343
27737,393.349
27738,393.409
27739,393.477
27740,393.499
27742,393.515
27744,393.54
27745,393.543
27747,393.558
27748,393.607
27749,393.634
27753,393.675
27754,393.694
27755,393.74
27760,393.743
27762,393.759
27763,393.784
27766,393.805
27767,393.828
27770,393.847
27771,393.869
27774,393.872
27775,393.909
27779,393.937
27780,393.953
27781,393.978
27783,393.994
27784,394.004
27788,394.034
27789,394.072
27792,394.093
27794,394.137
27795,394.153
27798,394.194
27799,394.202
27804,394.207
27805,394.235
27811,394.267
27812,394.299
27814,394.318
27816,394.334
27819,394.339
27825,394.402
27829,394.403
27832,394.419
27834,394.444
27838,394.465
27840,394.475
27842,394.477
27845,394.489
27848,394.532
27851,394.597
27853,394.638
27856,394.654
27860,394.664
27863,394.679
27866,394.723
27867,394.729
27870,394.794
27873,394.797
27876,394.853
27877,394.862
27879,394.878
27880,394.894
27884,394.928
27886,394.934
27888,394.995
27890,395.029
27891,395.06
27893,395.089
27894,395.114
27895,395.127
27896,395.129
27898,395.17
27900,395.182
27905,395.192
27907,395.219
27910,395.258
27913,395.289
27917,395.324
27918,395.329
27921,395.338
27924,395.383
27928,395.39
27929,395.449
27930,395.457
27933,395.514
27935,395.523
27942,395.558
27943,395.574
27949,395.588
27952,395.654
27956,395.714
27958,395.719
27960,395.785
27963,395.793
27967,395.808
27969,395.85
27971,395.853
27974,395.913
27977,395.917
27980,395.978
27982,395.984
27984,396.019
27986,396.034
27989,396.048
27990,396.059
27995,396.077
27997,396.114
27999,396.117
28000,396.154
28001,396.177
28003,396.182
28007,396.195
28008,396.244
28010,396.25
28011,396.269
28015,396.284
28017,396.314
28018,396.325
28020,396.369
28021,396.379
28026,396.434
28028,396.447
28029,396.484
28031,396.5
28034,396.512
28037,396.524
28039,396.573
28043,396.577
28046,396.633
28050,396.642
28051,396.698
28053,396.71
28054,396.728
28057,396.739
28058,396.777
28062,396.779
28063,396.838
28066,396.842
28067,396.872
28068,396.893
28069,396.907
28071,396.934
28075,396.959
28076,396.973
28077,396.974
28078,397.029
28079,397.04
28080,397.105
28082,397.172
28083,397.184
28084,397.2
28085,397.237
28086,397.293
28087,397.303
28088,397.324
28091,397.334
28092,397.37
28093,397.374
28094,397.415
28095,397.423
28096,397.437
28097,397.455
28099,397.498
28100,397.502
28101,397.558
28102,397.559
28103,397.567
28105,397.624
28106,397.634
28108,397.657
28109,397.664
28110,397.699
28111,397.705
28113,397.758
28114,397.765
28115,397.809
28116,397.822
28120,397.832
28122,397.868
28123,397.882
28124,397.897
28127,397.962
28128,398.029
28131,398.095
28133,398.103
28134,398.118
28136,398.159
28137,398.162
28140,398.187
28144,398.199
28145,398.227
28146,398.24
28149,398.293
28150,398.294
28151,398.334
28152,398.348
28154,398.359
28155,398.374
28156,398.418
28158,398.427
28160,398.472
28161,398.492
28164,398.553
28165,398.559
28168,398.568
28169,398.583
28170,398.594
28173,398.624
28174,398.634
28179,398.689
28180,398.754
28182,398.754
28183,398.794
28185,398.805
28186,398.822
28187,398.835
28188,398.878
28189,398.887
28190,398.954
28191,398.955
28193,398.994
28194,399.008
28195,399.019
28197,399.035
28198,399.035
28201,399.035
28203,399.084
28204,399.085
28205,399.148
28207,399.152
28208,399.175
28209,399.189
28210,399.217
28215,399.229
28216,399.237
28217,399.27
28218,399.285
28219,399.35
28222,399.415
28223,399.453
28227,399.468
28228,399.482
28230,399.548
28234,399.614
28235,399.68
28236,399.684
28237,399.7
28239,399.747
28240,399.804
28243,399.812
28244,399.877
28245,399.879
28248,399.908
28249,399.919
28252,399.924
28253,399.944
28257,399.96
28258,400.004
28259,400.01
28263,400.073
28264,400.075
28267,400.139
28268,400.142
28271,400.162
28273,400.179
28274,400.209
28277,400.264
28278,400.272
28281,400.304
28282,400.325
28286,400.342
28287,400.345
28288,400.385
28291,400.393
28292,400.407
28295,400.427
28302,400.467
28303,400.472
28307,400.508
28310,400.54
28314,400.548
28315,400.588
28318,400.604
28321,400.629
28325,400.669
28327,400.71
28329,400.737
28332,400.75
28335,400.792
28337,400.802
28338,400.823
28341,400.832
28342,400.87
28343,400.878
28347,400.919
28349,400.934
28350,400.959
28352,401
28353,401
28355,401.04
28356,401.049
28360,401.065
28361,401.082
28362,401.122
28365,401.132
28366,401.163
28369,401.165
28370,401.198
28374,401.203
28375,401.237
28376,401.243
28379,401.244
28380,401.264
28382,401.284
28383,401.289
28390,401.294
28391,401.325
28392,401.33
28393,401.369
28394,401.397
28396,401.409
28397,401.45
28400,401.463
28401,401.483
28403,401.49
28405,401.527
28406,401.532
28408,401.572
28409,401.593
28411,401.613
28412,401.653
28414,401.659
28416,401.694
28417,401.713
28419,401.727
28420,401.734
28421,401.775
28422,401.792
28424,401.815
28428,401.857
28429,401.857
28430,401.897
28431,401.924
28433,401.938
28434,401.949
28435,401.978
28436,401.99
28441,402.019
28442,402.055
28444,402.059
28447,402.1
28450,402.122
28452,402.14
28453,402.175
28457,402.179
28458,402.182
28460,402.188
28461,402.222
28465,402.235
28467,402.235
28471,402.255
28472,402.263
28475,402.303
28476,402.32
28478,402.325
28479,402.344
28480,402.384
28483,402.387
28484,402.403
28485,402.425
28486,402.454
28488,402.465
28491,402.472
28495,402.518
28497,402.544
28501,402.584
28503,402.619
28506,402.633
28507,402.65
28508,402.673
28509,402.717
28512,402.783
28513,402.838
28514,402.847
28517,402.864
28518,402.879
28520,402.913
28521,402.942
28523,402.958
28527,402.979
28528,403.013
28529,403.045
28532,403.069
28533,403.092
28535,403.109
28536,403.113
28538,403.147
28540,403.15
28541,403.177
28544,403.19
28547,403.232
28551,403.243
28552,403.272
28555,403.309
28556,403.314
28559,403.327
28563,403.332
28565,403.337
28566,403.354
28567,403.377
28571,403.399
28572,403.434
28573,403.44
28576,403.443
28578,403.48
28579,403.508
28585,403.533
28587,403.559
28589,403.573
28591,403.574
28596,403.614
28598,403.64
28600,403.669
28601,403.705
28602,403.714
28603,403.754
28606,403.772
28607,403.788
28609,403.795
28612,403.835
28615,403.837
28616,403.877
28619,403.903
28620,403.917
28621,403.958
28622,403.969
28623,403.998
28625,404.017
28626,404.035
28631,404.039
28632,404.079
28633,404.102
28634,404.12
28636,404.14
28640,404.16
28642,404.169
28646,404.224
28650,404.233
28653,404.249
28656,404.265
28657,404.3
28660,404.305
28663,404.363
28668,404.367
28669,404.367
28675,404.423
28679,404.432
28681,404.469
28682,404.483
28683,404.497
28684,404.509
28687,404.562
28688,404.623
28689,404.63
28691,404.669
28694,404.695
28698,404.709
28699,404.714
28706,404.75
28707,404.762
28712,404.79
28713,404.827
28716,404.832
28717,404.872
28718,404.894
28719,404.912
28720,404.945
28723,404.953
28724,404.959
28729,404.993
28730,405.024
28731,405.034
28734,405.074
28735,405.092
28740,405.115
28741,405.155
28745,405.158
28746,405.16
28748,405.184
28750,405.197
28751,405.223
28755,405.237
28756,405.278
28760,405.29
28761,405.355
28763,405.393
28765,405.408
28766,405.422
28768,405.435
28769,405.435
28773,405.488
28774,405.554
28776,405.593
28777,405.61
28778,405.618
28779,405.634
28780,405.679
28783,405.697
28784,405.728
28785,405.752
28786,405.769
28787,405.809
28788,405.817
28789,405.834
28790,405.85
28791,405.885
28793,405.89
28794,405.932
28795,405.949
28796,405.972
28797,406.012
28798,406.015
28799,406.053
28801,406.07
28802,406.082
28803,406.093
28805,406.134
28806,406.148
28809,406.174
28810,406.214
28814,406.28
28815,406.284
28816,406.302
28817,406.325
28818,406.338
28821,406.345
28822,406.365
28828,406.41
28829,406.477
28831,406.494
28832,406.507
28833,406.544
28834,406.609
28835,406.675
28837,406.714
28838,406.728
28842,406.742
28843,406.774
28845,406.808
28846,406.844
28847,406.874
28852,406.899
28853,406.939
28859,406.944
28860,406.96
28862,406.985
28864,407.007
28865,407.033
28869,407.072
28870,407.074
28877,407.115
28878,407.137
28884,407.155
28889,407.165
28890,407.189
28891,407.195
28893,407.203
28894,407.269
28895,407.335
28896,407.363
28898,407.403
28899,407.404
28902,407.418
28903,407.445
28904,407.467
28906,407.533
28907,407.559
28908,407.602
28909,407.634
28910,407.649
28911,407.665
28913,407.699
28914,407.732
28915,407.789
28916,407.798
28917,407.799
28918,407.839
28919,407.852
28921,407.864
28922,407.88
28923,407.888
28925,407.924
28926,407.932
28927,407.994
28928,407.995
28929,407.995
28930,407.995
28931,408.063
28933,408.068
28934,408.109
28935,408.114
28936,408.127
28938,408.149
28939,408.167
28940,408.19
28941,408.194
28942,408.23
28943,408.26
28944,408.27
28947,408.312
28948,408.327
28949,408.348
28950,408.352
28951,408.392
28952,408.393
28953,408.433
28956,408.458
28957,408.474
28958,408.514
28960,408.524
28961,408.555
28962,408.564
28963,408.573
28965,408.59
28966,408.595
28967,408.635
28968,408.655
28969,408.677
28971,408.718
28972,408.722
28974,408.758
28975,408.787
28976,408.799
28977,408.808
28979,408.839
28980,408.854
28982,408.88
28983,408.92
28984,408.961
28986,408.986
28987,408.995
28988,408.997
28990,409.002
28993,409.023
28994,409.043
28995,409.053
28996,409.083
28998,409.118
28999,409.123
29000,409.163
29001,409.184
29002,409.203
29007,409.243
29008,409.25
29009,409.268
29010,409.284
29011,409.316
29013,409.324
29014,409.345
29015,409.365
29016,409.382
29018,409.414
29019,409.448
29021,409.474
29022,409.504
29025,409.513
29026,409.514
29028,409.553
29029,409.555
29030,409.579
29031,409.595
29033,409.635
29034,409.646
29035,409.677
29036,409.713
29037,409.718
29038,409.73
29040,409.758
29041,409.777
29042,409.799
29043,409.839
29044,409.844
29045,409.88
29046,409.912
29048,409.92
29049,409.961
29050,409.963
29051,409.975
29054,410.002
29059,410.042
29060,410.044
29064,410.084
29066,410.109
29067,410.125
29068,410.165
29069,410.174
29070,410.177
29072,410.188
29073,410.206
29075,410.239
29078,410.247
29081,410.288
29082,410.307
29085,410.328
29086,410.369
29090,410.372
29091,410.409
29092,410.425
29093,410.439
29095,410.461
29097,410.462
29099,410.469
29100,410.504
29102,410.534
29103,410.57
29104,410.594
29105,410.634
29106,410.635
29109,410.655
29110,410.675
29113,410.703
29114,410.729
29116,410.768
29117,410.794
29118,410.835
29119,410.864
29121,410.88
29122,410.9
29124,410.959
29125,410.967
29126,411.032
29128,411.097
29129,411.109
29130,411.124
29131,411.154
29133,411.165
29134,411.194
29135,411.195
29146,411.195
29152,411.231
29155,411.296
29157,411.299
29169,411.313
29177,411.354
29179,411.363
29184,411.427
29192,411.494
29196,411.529
29205,411.544
29206,411.56
29211,411.625
29219,411.689
29228,411.692
29229,411.699
29233,411.739
29241,411.744
29250,411.76
29252,411.825
29257,411.829
29265,411.889
29269,411.89
29274,411.949
29275,411.955
29276,411.974
29279,411.99
29293,412.022
29297,412.03
29303,412.037
29304,412.071
29307,412.088
29318,412.154
29320,412.155
29323,412.177
29325,412.195
29327,412.222
29329,412.235
29330,412.279
29331,412.288
29332,412.319
29334,412.34
29335,412.351
29336,412.36
29341,412.4
29343,412.404
29344,412.418
29345,412.441
29346,412.475
29348,412.476
29349,412.484
29350,412.55
29351,412.618
29353,412.624
29354,412.639
29357,412.682
29358,412.747
29359,412.813
29361,412.814
29362,412.854
29363,412.864
29364,412.879
29366,412.924
29367,412.946
29368,413.012
29369,413.079
29371,413.089
29372,413.104
29373,413.144
29375,413.179
29378,413.182
29379,413.21
29380,413.219
29381,413.26
29384,413.277
29387,413.3
29388,413.325
29392,413.341
29393,413.342
29395,413.407
29396,413.474
29397,413.499
29398,413.541
29399,413.549
29401,413.563
29402,413.564
29403,413.589
29404,413.605
29406,413.672
29407,413.738
29408,413.784
29410,413.8
29416,413.804
29419,413.824
29421,413.869
29424,413.935
29429,414.002
29430,414.004
29431,414.019
29432,414.068
29434,414.134
29436,414.159
29437,414.171
29438,414.199
29439,414.234
29443,414.248
29449,414.267
29453,414.274
29456,414.329
29460,414.332
29465,414.394
29466,414.398
29468,414.459
29471,414.463
29477,414.466
29478,414.467
29481,414.484
29484,414.499
29489,414.53
29491,414.595
29494,414.659
29495,414.662
29497,414.699
29498,414.709
29499,414.729
29500,414.74
29502,414.789
29504,414.793
29505,414.859
29506,414.859
29507,414.925
29509,414.929
29510,414.943
29511,414.989
29512,414.992
29514,415.059
29515,415.063
29517,415.084
29519,415.125
29521,415.154
29522,415.169
29523,415.189
29524,415.195
29526,415.255
29527,415.284
29528,415.323
29529,415.324
29531,415.348
29532,415.365
29533,415.388
29534,415.405
29536,415.408
29537,415.455
29538,415.479
29539,415.522
29540,415.586
29543,415.619
29544,415.635
29546,415.652
29547,415.717
29549,415.784
29550,415.85
29552,415.854
29553,415.868
29554,415.909
29556,415.917
29557,415.983
29559,416.049
29562,416.084
29564,416.1
29565,416.113
29566,416.144
29568,416.171
29571,416.181
29572,416.184
29573,416.246
29575,416.312
29578,416.314
29579,416.329
29580,416.378
29581,416.446
29583,416.512
29584,416.554
29585,416.568
29586,416.575
29588,416.643
29589,416.708
29590,416.773
29591,416.779
29592,416.793
29594,416.84
29595,416.904
29599,416.905
29600,416.971
29602,416.999
29603,417.023
29605,417.037
29609,417.039
29612,417.104
29613,417.159
29614,417.17
29615,417.171
29617,417.199
29618,417.236
29619,417.24
29620,417.254
29622,417.294
29623,417.303
29624,417.359
29625,417.369
29626,417.4
29628,417.433
29629,417.44
29630,417.481
29631,417.489
29633,417.5
29634,417.522
29635,417.563
29638,417.565
29640,417.603
29641,417.632
29642,417.644
29643,417.684
29644,417.698
29647,417.72
29648,417.725
29649,417.764
29651,417.765
29655,417.806
29656,417.83
29657,417.847
29658,417.888
29659,417.897
29661,417.928
29662,417.95
29663,417.962
29664,417.969
29666,418.009
29667,418.027
29668,418.044
29669,418.094
29672,418.098
29673,418.133
29674,418.134
29675,418.148
29676,418.161
29678,418.175
29679,418.227
29680,418.284
29681,418.292
29682,418.325
29684,418.348
29685,418.358
29686,418.365
29687,418.374
29689,418.425
29690,418.434
29691,418.45
29693,418.462
29699,418.49
29701,418.549
29702,418.556
29703,418.564
29705,418.59
29706,418.603
29707,418.622
29708,418.688
29710,418.753
29711,418.784
29712,418.821
29713,418.829
29714,418.843
29716,418.887
29717,418.889
29722,418.952
29724,419.017
29726,419.054
29727,419.068
29730,419.085
29733,419.15
29736,419.164
29737,419.177
29738,419.215
29739,419.274
29741,419.283
29742,419.298
29743,419.314
29745,419.349
29746,419.413
29749,419.482
29752,419.509
29754,419.515
29755,419.516
29757,419.534
29758,419.545
29759,419.549
29760,419.612
29761,419.614
29763,419.679
29764,419.739
29765,419.745
29766,419.764
29768,419.779
29769,419.81
29770,419.82
29771,419.869
29773,419.877
29774,419.939
29775,419.943
29776,419.979
29778,419.994
29779,420.008
29780,420.02
29781,420.069
29783,420.074
29784,420.134
29785,420.142
29786,420.16
29787,420.174
29789,420.207
29791,420.215
29793,420.23
29794,420.272
29796,420.299
29797,420.337
29798,420.364
29799,420.404
29801,420.429
29802,420.454
29803,420.469
29804,420.469
29805,420.509
29808,420.536
29809,420.6
29810,420.668
29811,420.679
29813,420.7
29814,420.734
29815,420.759
29816,420.788
29821,420.799
29823,420.8
29824,420.808
29825,420.84
29826,420.867
29828,420.894
29829,420.918
29830,420.932
29831,420.934
29834,420.998
29835,421.063
29842,421.13
29843,421.134
29845,421.15
29846,421.174
29850,421.197
29851,421.254
29853,421.262
29855,421.327
29856,421.334
29858,421.357
29861,421.374
29862,421.385
29863,421.394
29864,421.415
29866,421.455
29867,421.461
29868,421.527
29869,421.554
29870,421.591
29871,421.595
29873,421.609
29874,421.657
29876,421.725
29877,421.79
29879,421.834
29880,421.848
29884,421.856
29887,421.921
29889,421.988
29890,422.053
29891,422.069
29894,422.085
29896,422.121
29897,422.149
29898,422.162
29899,422.186
29900,422.189
29901,422.23
29903,422.252
29904,422.27
29905,422.303
29906,422.311
29907,422.318
29908,422.352
29909,422.385
29910,422.393
29911,422.433
29913,422.452
29914,422.474
29915,422.475
29916,422.476
29918,422.514
29919,422.517
29920,422.538
29921,422.555
29923,422.582
29924,422.595
29925,422.636
29926,422.647
29927,422.677
29928,422.714
29929,422.718
29931,422.758
29932,422.764
29934,422.78
29936,422.799
29937,422.839
29938,422.847
29939,422.88
29941,422.912
29942,422.92
29943,422.961
29944,422.964
29945,422.977
29946,423.002
29947,423.043
29949,423.083
29950,423.11
29951,423.124
29952,423.16
29953,423.164
29955,423.165
29959,423.175
29960,423.198
29961,423.205
29962,423.242
29963,423.246
29965,423.287
29966,423.307
29967,423.328
29969,423.368
29972,423.375
29973,423.409
29977,423.429
29981,423.443
29983,423.449
29984,423.49
29985,423.505
29986,423.53
29988,423.558
29989,423.571
29990,423.572
29991,423.612
29992,423.637
29994,423.653
29995,423.663
29996,423.693
30000,423.705
30002,423.734
30003,423.772
30004,423.774
30006,423.815
30011,423.837
30013,423.839
30014,423.855
30015,423.895
30016,423.896
30018,423.902
30019,423.937
30020,423.967
30021,423.978
30024,424.018
30025,424.033
30026,424.059
30027,424.099
30028,424.134
30031,424.14
30032,424.167
30033,424.18
30034,424.221
30036,424.232
30037,424.262
30038,424.298
30039,424.303
30043,424.343
30044,424.348
30047,424.356
30048,424.365
30049,424.384
30050,424.424
30051,424.429
30052,424.429
30053,424.465
30054,424.495
30055,424.509
30057,424.55
30058,424.562
30059,424.588
30060,424.59
30061,424.629
30062,424.631
30063,424.672
30066,424.694
30067,424.713
30070,424.753
30071,424.76
30072,424.789
30073,424.794
30074,424.824
30077,424.834
30078,424.875
30079,424.892
30081,424.915
30082,424.956
30083,424.958
30084,424.997
30086,425.02
30087,425.024
30088,425.038
30089,425.078
30090,425.09
30091,425.119
30092,425.157
30094,425.159
30095,425.172
30096,425.2
30097,425.222
30098,425.24
30099,425.244
30101,425.275
30102,425.276
30103,425.288
30104,425.294
30106,425.355
30107,425.364
30108,425.42
30109,425.424
30110,425.464
30111,425.48
30112,425.487
30114,425.505
30115,425.553
30116,425.554
30117,425.594
30118,425.617
30119,425.635
30120,425.675
30122,425.689
30123,425.715
30124,425.716
30125,425.75
30126,425.757
30127,425.798
30128,425.815
30131,425.838
30132,425.879
30135,425.882
30137,425.919
30138,425.945
30139,425.948
30140,425.96
30142,426
30143,426.013
30144,426.041
30145,426.079
30146,426.082
30147,426.123
30148,426.147
30150,426.16
30151,426.163
30152,426.175
30153,426.204
30154,426.212
30155,426.244
30156,426.277
30157,426.285
30158,426.325
30160,426.342
30161,426.366
30165,426.398
30166,426.407
30168,426.409
30169,426.448
30171,426.476
30173,426.488
30178,426.529
30179,426.544
30180,426.569
30181,426.609
30183,426.61
30184,426.635
30185,426.65
30186,426.675
30188,426.69
30189,426.731
30190,426.74
30195,426.772
30197,426.808
30198,426.813
30199,426.853
30200,426.864
30201,426.872
30203,426.873
30204,426.894
30205,426.934
30206,426.938
30208,426.975
30209,427.004
30210,427.015
30211,427.056
30213,427.07
30216,427.096
30217,427.097
30218,427.136
30220,427.137
30221,427.177
30223,427.204
30224,427.218
30225,427.258
30226,427.267
30228,427.299
30229,427.319
30230,427.334
30231,427.339
30232,427.365
30234,427.38
30235,427.399
30237,427.42
30239,427.461
30241,427.465
30242,427.502
30243,427.532
30244,427.543
30246,427.554
30247,427.598
30248,427.666
30249,427.674
30251,427.679
30252,427.714
30253,427.73
30254,427.755
30255,427.784
30258,427.795
30259,427.862
30262,427.927
30263,427.993
30268,427.999
30269,428.014
30272,428.059
30276,428.127
30282,428.174
30283,428.187
30284,428.192
30288,428.214
30289,428.219
30291,428.259
30292,428.289
30296,428.323
30297,428.39
30298,428.419
30301,428.447
30302,428.457
30305,428.459
30306,428.475
30310,428.476
30311,428.5
30312,428.522
30314,428.549
30317,428.564
30322,428.588
30323,428.59
30324,428.655
30328,428.659
30330,428.688
30331,428.699
30332,428.72
30334,428.74
30338,428.78
30339,428.786
30340,428.794
30342,428.844
30344,428.853
30345,428.894
30346,428.91
30348,428.918
30349,428.934
30352,428.984
30355,429.049
30356,429.05
30358,429.117
30359,429.119
30362,429.135
30363,429.159
30365,429.166
30366,429.182
30367,429.214
30368,429.248
30370,429.274
30371,429.313
30372,429.339
30373,429.365
30374,429.379
30377,429.42
30378,429.447
30381,429.512
30382,429.539
30383,429.578
30384,429.584
30385,429.599
30386,429.639
30387,429.645
30389,429.684
30390,429.71
30391,429.724
30392,429.765
30393,429.776
30394,429.798
30395,429.805
30397,429.843
30398,429.846
30400,429.887
30401,429.898
30402,429.909
30403,429.928
30404,429.968
30405,429.973
30406,430.009
30408,430.023
30409,430.039
30410,430.049
30413,430.09
30414,430.105
30416,430.13
30417,430.171
30421,430.172
30422,430.212
30423,430.238
30426,430.253
30427,430.255
30432,430.293
30433,430.304
30437,430.334
30438,430.369
30439,430.374
30441,430.399
30442,430.415
30445,430.437
30446,430.455
30449,430.467
30450,430.488
30451,430.496
30452,430.502
30453,430.537
30455,430.568
30456,430.578
30458,430.618
30459,430.634
30461,430.659
30464,430.699
30465,430.7
30467,430.722
30468,430.74
30470,430.766
30471,430.78
30472,430.821
30473,430.833
30474,430.837
30475,430.862
30476,430.898
30477,430.903
30478,430.943
30481,430.949
30482,430.964
30483,430.984
30487,431.024
30488,431.031
30490,431.035
30491,431.036
30493,431.065
30494,431.097
30495,431.105
30496,431.146
30497,431.162
30500,431.167
30501,431.187
30504,431.228
30505,431.268
30506,431.294
30507,431.309
30508,431.349
30509,431.359
30512,431.386
30513,431.39
30515,431.425
30516,431.43
30517,431.471
30519,431.493
30520,431.534
30527,431.558
30530,431.574
30531,431.589
30534,431.615
30539,431.624
30545,431.664
30546,431.675
30550,431.676
30551,431.692
30554,431.705
30555,431.745
30557,431.757
30558,431.786
30559,431.822
30562,431.827
30563,431.868
30564,431.887
30565,431.908
30569,431.954
30570,432.02
30571,432.024
30573,432.049
30574,432.064
30575,432.084
30577,432.105
30578,432.145
30580,432.152
30581,432.17
30582,432.186
30583,432.218
30584,432.239
30585,432.279
30586,432.284
30587,432.289
30590,432.35
30591,432.417
30592,432.454
30593,432.478
30594,432.482
30596,432.494
30600,432.535
30601,432.548
30602,432.575
30605,432.613
30606,432.616
30609,432.657
30610,432.68
30612,432.698
30613,432.718
30615,432.738
30616,432.745
30618,432.779
30621,432.812
30623,432.819
30624,432.86
30625,432.878
30626,432.9
30628,432.934
30630,432.941
30631,432.944
30634,432.948
30637,432.982
30641,433.01
30642,433.023
30646,433.063
30648,433.075
30651,433.104
30653,433.142
30656,433.144
30659,433.185
30663,433.188
30664,433.209
30666,433.274
30668,433.309
30669,433.339
30672,433.354
30673,433.394
30674,433.407
30676,433.408
30677,433.409
30678,433.418
30679,433.435
30681,433.465
30682,433.472
30684,433.475
30688,433.516
30690,433.538
30693,433.557
30694,433.559
30696,433.598
30697,433.604
30700,433.638
30701,433.639
30702,433.669
30704,433.736
30705,433.774
30708,433.802
30709,433.814
30711,433.855
30712,433.869
30714,433.875
30716,433.895
30717,433.935
30718,433.936
30719,433.977
30722,434.001
30723,434.018
30724,434.058
30726,434.067
30727,434.099
30733,434.1
30734,434.131
30738,434.164
30739,434.177
30741,434.198
30743,434.235
30744,434.236
30745,434.265
30750,434.309
30751,434.324
30756,434.332
30757,434.395
30761,434.404
30763,434.462
30764,434.464
30766,434.528
30767,434.534
30768,434.559
30769,434.574
30771,434.593
30772,434.615
30773,434.659
30774,434.725
30775,434.779
30776,434.792
30777,434.794
30780,434.819
30781,434.858
30783,434.86
30786,434.9
30787,434.925
30790,434.941
30791,434.982
30796,434.989
30797,435.018
30798,435.023
30800,435.055
30802,435.063
30803,435.104
30807,435.122
30808,435.144
30811,435.18
30812,435.185
30813,435.188
30814,435.225
30815,435.243
30816,435.253
30817,435.266
30818,435.307
30819,435.32
30821,435.387
30822,435.389
30823,435.453
30824,435.469
30825,435.485
30826,435.509
30827,435.517
30829,435.554
30830,435.583
30831,435.649
30833,435.654
30834,435.695
30835,435.708
30836,435.717
30838,435.754
30839,435.782
30840,435.814
30841,435.847
30842,435.889
30843,435.914
30844,435.93
30845,435.943
30846,435.97
30848,435.974
30849,435.979
30850,436.011
30851,436.047
30852,436.052
30854,436.093
30855,436.112
30857,436.154
30858,436.169
30859,436.177
30862,436.194
30863,436.243
30867,436.31
30868,436.377
30871,436.379
30872,436.403
30873,436.42
30874,436.435
30875,436.442
30877,436.46
30878,436.501
30880,436.508
30881,436.544
